Type,Text,URL
p,Review ofNVPand HG and Early Pharmacotherapeutic Intervention,
a,Review ofNVPand HG and Early Pharmacotherapeutic Intervention,https://www.pubmedcentral.nih.gov/articlerender.fcgi?tool=pmcentrez&artid=3236407
p,PubMed Central,
a,PubMed Central,http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?DB=pmc
p,"Clark, Shannon M.; Costantine, Maged M.; Hankins, Gary D. V.",
p,2012-01-01,
p,"NVPoccurs in 50–90% of pregnancies, making it a common medical condition in pregnancy. Women present differently with any combination of signs and symptoms. It is appropriate to take the pregnancy-related versus nonpregnancy-related approach when determining the cause of nausea and vomiting but other causes should be considered. The most common etiologies forNVPinclude the hormonal changes associated with pregnancy, the physiologic changes in the gastrointestinal tract, and a genetic predisposition. Up to 10% of women will require pharmacotherapy to treat the symptoms ofNVPdespite conservative measures. ACOG currently recommends that a combination of oral pyridoxine hydrochloride and doxylamine succinate be used as first-line treatment forNVPif pyridoxine monotherapy does not relieve symptoms. A review ofNVPand early pharmacotherapeutic management is presented due to the fact thatNVPis largely undertreated, and investigations into the safe and effective pharmacotherapies available to treatNVPare lacking. PMID:22190950",
p,Synthesis and evaluation of acryloylated starch-g-poly (Acrylamide/Vinylmethacrylate/1-Vinyl-2-pyrrolidone) crosslinked terpolymer functionalized by dimethylphenylvinylsilane derivative as a novel polymer-flooding agent.,
a,Synthesis and evaluation of acryloylated starch-g-poly (Acrylamide/Vinylmethacrylate/1-Vinyl-2-pyrrolidone) crosslinked terpolymer functionalized by dimethylphenylvinylsilane derivative as a novel polymer-flooding agent.,https://www.ncbi.nlm.nih.gov/pubmed/29758308
p,PubMed,
a,PubMed,https://www.ncbi.nlm.nih.gov/entrez/query.fcgi?DB=pubmed
p,"El-Hoshoudy, A N; Desouky, S M",
p,2018-05-16,
p,"Starch is a natural biopolymer that subjected to various chemical modifications through different industrial applications. Molecular structure of starch allow its grafting with differentvinylmonomers in the presence of crosslinking agents to synthesize cross-linked hydrogels, which used in enhanced oil recovery (EOR) applications, water shutoff and drag reduction. Application of native starch in the field of petroleum reservoirs as a flooding agent suffer from some limitations concerned with microbial degradation, thermal and salinity resistance under harsh petroleum reservoir conditions. In the current research, we stated the synthesis of acryloylated starch then it's grafting with poly (Acrylamide/Vinylmethacrylate/1-Vinyl-2-pyrrolidone) terpolymer in presence of dimethylphenylvinylsilane through emulsification polymerization. Characterization and structure determination occur by different spectroscopic techniques as stated throughout the manuscript. Rheological and solution properties carried out as a function of shear rate, salinity and temperature at simulated reservoir conditions. Flooding tests carried out through linear-dimensional sandstone model at simulated reservoir conditions, and recovered oil amount calculated on volumetric basis. The obtained results indicate that the prepared starch-g-terpolymer can tolerate to severe flooding conditions of high temperature and salinity, moreover it can increase recovery factor up to 49% of residual oil saturation so considered as a promised EOR candidate. Copyright © 2017 Elsevier B.V. All rights reserved.",
p,Pyrrolidoncarboxypeptidase activities in the hypothalamus-pituitary-thyroid and hypothalamus-pituitary-ovary axes of rats with mammary gland cancer induced byN-methyl nitrosourea.,
a,Pyrrolidoncarboxypeptidase activities in the hypothalamus-pituitary-thyroid and hypothalamus-pituitary-ovary axes of rats with mammary gland cancer induced byN-methyl nitrosourea.,https://www.ncbi.nlm.nih.gov/pubmed/15778922
p,PubMed,
a,PubMed,https://www.ncbi.nlm.nih.gov/entrez/query.fcgi?DB=pubmed
p,"Carrera, M P; Ramírez-Expósito, M J; Valenzuela, M T; García, M J; Mayas, M D; Arias de Saavedra, J M; Sánchez, R; Pérez, M C; Martínez-Martos, J M",
p,2005-02-01,
p,"Pyrrolidoncarboxypeptidase is an omega-peptidase that hydrolysesN-terminal pyroglutamyl residues from biologically active peptides such as gonadotropin-releasing and thyrotrophin-releasing hormones. We previously described a decrease in both rat and humanpyrrolidoncarboxypeptidase activity with breast cancer, suggesting that gonadotropin-releasing hormone may be an important local intracrine, autocrine and/or paracrine hormonal factor in the pathogenesis of breast cancer while playing a role in the tumoral process. However, the other susceptible substrate ofpyrrolidoncarboxypeptidase, thyrotrophin-releasing hormone, may also be modified with breast cancer, supporting an association between breast cancer and thyroid disorders. The present work analyses soluble and membrane-boundpyrrolidoncarboxypeptidase activities in the hypothalamus-pituitary-thyroid and hypothalamus-pituitary-ovary axes inN-methyl nitrosourea-induced breast cancer in rats. Our aim was to determine the possible relationship between gonadotropin-releasing hormone and thyrotrophin-releasing hormone regulation throughpyrrolidoncarboxypeptidase activity. We propose thatpyrrolidoncarboxypeptidase activity dysregulation at various local and systemic levels may participate in the initiation, promotion and progression of breast cancer induced in rat byN-methyl nitrosourea through the increase in gonadotropin-releasing hormone. Sincepyrrolidoncarboxypeptidase activity also acts on thyrotrophin-releasing hormone, the dysregulation of this enzyme's activity could indirectly affect hypothalamus-pituitary-thyroid axis function, and thus potentially represent a link between the diseases of thyroid and breast cancer.",
p,Preparation of hydrophilic monolithic capillary column by in situ photo-polymerization ofN-vinyl-2-pyrrolidinone and acrylamide for highly selective and sensitive enrichment ofN-linked glycopeptides.,
a,Preparation of hydrophilic monolithic capillary column by in situ photo-polymerization ofN-vinyl-2-pyrrolidinone and acrylamide for highly selective and sensitive enrichment ofN-linked glycopeptides.,https://www.ncbi.nlm.nih.gov/pubmed/26695256
p,PubMed,
a,PubMed,https://www.ncbi.nlm.nih.gov/entrez/query.fcgi?DB=pubmed
p,"Jiang, Hao; Yuan, Huiming; Qu, Yanyan; Liang, Yu; Jiang, Bo; Wu, Qi; Deng, Nan; Liang, Zhen; Zhang, Lihua; Zhang, Yukui",
p,2016-01-01,
p,"In this study, a novel kind of amide functionalized hydrophilic monolith was synthesized by the in situ photo-polymerization ofN-vinyl-2-pyrrolidinone (NVP), acrylamide (AM), andN,N'-methylenebisacrylamide (MBA) in a UV transparent capillary, and successfully applied for hydrophilic interaction chromatography (HILIC) based enrichment ofN-linked glycopeptides. With 2 μg of the tryptic digests of IgG as the sample, after enrichment, 18 glycopeptides could be identified by MALDI-TOF/TOF MS analysis. Furthermore, with the mixture of BSA and IgG digests (10,000:1, m/m) as the sample, 6N-linked glycopeptides were unambiguously identified after enrichment, indicating the high selectivity and good specificity of such material. Moreover, such a monolithic capillary column was also applied for theN-glycosylation sites profiling of 6 μg protein digests from HeLa cells and 1 μL human serum. In total, 530 and 262 uniqueN-glycosylated peptides were identified, respectively, corresponding to 282 and 124N-glycoproteins, demonstrating its great potential for the large scale glycoproteomics analysis. Copyright © 2015 Elsevier B.V. All rights reserved.",
p,Charge transfer interactions in oligomer coated gold nanoclusters,
a,Charge transfer interactions in oligomer coated gold nanoclusters,https://www.osti.gov/biblio/22606355-charge-transfer-interactions-oligomer-coated-gold-nanoclusters
p,DOE Office of Scientific and Technical Information (OSTI.GOV),
a,DOE Office of Scientific and Technical Information (OSTI.GOV),http://www.osti.gov/search
p,"Newmai, M. Boazbou; Kumar, Pandian Senthil, E-mail: duplasmonics@gmail.com",
p,,
p,"Gold nanoclusters were synthesized by a bottom-up synergistic approach of in-situ oligomerization of the monomer,N-vinylpyrrolidone(NVP) and simultaneous weak reduction of Au-NVPcomplexes in the absence of any other external energy sources, thereby making these tiny gold clusters as the most elemental building blocks to construct further novel nano/microstructures with application potentials. It is well-known that metal clusters with less than 2 nm size do not show the usual surface plasmon band, because of the presence of a band-gap at the fermi level. Nevertheless, our present oligomer coated gold clusters show a discrete intense band at around 630 nm, whichmore » could very well be attributed to the charge transfer between the oligomer chain and the surface Au atoms. Such kind of sacrificial plasmon induced charge transfer interaction, observed for the very first time to the best of our knowledge, were also strongly corroborated through the enhancement / shifting of specific vibrational / rotational peaks as observed from the FTIR and Raman measurements as a function of the metal oxidation states, thus representing a new prototype for an efficient solar energy conversion probe.« less",
p,Monomer functionalized silica coated with Ag nanoparticles for enhanced SERS hotspots,
a,Monomer functionalized silica coated with Ag nanoparticles for enhanced SERS hotspots,http://adsabs.harvard.edu/abs/2018ApSS..440..133N
p,NASA Astrophysics Data System (ADS),
a,NASA Astrophysics Data System (ADS),http://adsabs.harvard.edu/abstract_service.html
p,"Newmai, M. Boazbou; Verma, Manoj; Kumar, P. Senthil",
p,2018-05-01,
p,"Mesoporous silica (SiO2) spheres are well-known for their excellent chromatographic properties such as the relatively high specific surface, large pore volume, uniform particle size, narrow pore size distribution with favorable pore connectivity; whereas the noble metal Ag nanoparticles have unique size/shape dependant surface plasmon resonance with wide ranging applications. Thus, the desire to synchronize both their properties for specific applications has naturally prompted research in the design and synthesis of core-shell type novel nanoAg@mesoSiO2 nanocomposites, which display potential utility in applications such as photothermal therapy, photocatalysis, molecular sensing, and photovoltaics. In the present work, SiO2 spheres were carefully functionalized with the monomer,N-vinylpyrrolidone(NVP), which cohesively controls the uniform mass transfer of Ag+ metal ions, thereby enabling its sequential reduction to zerovalent Ag (in the presence of slightly excess NaOH) by electron transfer from nucleophilic attack of theNVPvinylgroup by the water molecules even under ambient conditions. Complete metal nanoshell coverage of the silica surface was obtained after multiple Ag deposition cycles, as systematically confirmed from the BET, TEM, optical and FTIR characterization. Our present Ag-coated silica spheres were directly utilized as viable SERS substrates with high sensitivity in contrast with other long chain polymer/surfactant coated silica spheres, owing to the presence of significant number of nanogaps enhanced SERS 'hotspots', which were methodically analyzed utilizing two example analytes, such as crystal violet (CV) and calendula officinalis (CaF).",
p,Studies on biodegradation of crosslinked hydroxy terminated-poly(proplyene fumarate) and formation of scaffold for orthopedic applications.,
a,Studies on biodegradation of crosslinked hydroxy terminated-poly(proplyene fumarate) and formation of scaffold for orthopedic applications.,https://www.ncbi.nlm.nih.gov/pubmed/18584121
p,PubMed,
a,PubMed,https://www.ncbi.nlm.nih.gov/entrez/query.fcgi?DB=pubmed
p,"Shalumon, K T; Jayabalan, M",
p,2009-12-01,
p,"Biodegradation of crosslinked-hydroxy terminated-poly(proplyene fumarate) (X-HTPPF) has been studied in simulated physiological media to assess the formation of porous scaffold structure for bone growth and remodeling in load bearing orthopedic applications. Variation in crosslink density and surface hydrophilicity of X-HTPPF are observed due to non-stoichiometric mass of reacting partners. These variations influence absorption of the medium and biodegradation during aging. Though the initial absorption of medium is relatively higher with the crosslinked polymer (PNVP1) having 63.6% HT-PPF and 36.4% comonomern-vinylpyrrolidone(NVP) during the initial period of aging, the weight loss due to subsequent degradation with time is relatively lesser. PNVP1 undergo slow degradation with formation of fibril structure on the surface. The present crosslinked material PNVP1 is a candidate for the load bearing orthopedic applications.",
p,"Employment of ultrasonic irradiation for production of poly(vinylpyrrolidone)/modified alpha manganese dioxide nanocomposites: Morphology, thermal and optical characterization.",
a,"Employment of ultrasonic irradiation for production of poly(vinylpyrrolidone)/modified alpha manganese dioxide nanocomposites: Morphology, thermal and optical characterization.",https://www.ncbi.nlm.nih.gov/pubmed/29137739
p,PubMed,
a,PubMed,https://www.ncbi.nlm.nih.gov/entrez/query.fcgi?DB=pubmed
p,"Mallakpour, Shadpour; Abdolmaleki, Amir; Tabebordbar, Hashem",
p,2018-03-01,
p,"This work explains the production, morphology, and features of novel nanocomposite (NC) established on poly(vinylpyrrolidone) (PVP) as polymer background and modified alpha manganese dioxide (α-MnO 2 ) nanorod (NR) asan efficient filler. At first, one-dimensional α-MnO 2 nanorods (NRs) were produced by a hydrothermal technique and then they were amended with stearic acid (SA) by a solvothermal process. In following, the NCs were made by adding different volumes of α-MnO 2 -SA NR (1, 3 and 5wt%) in the PVP matrix through ultrasonic irradiation as a green, low-cost, fast, and useful technique. Structural and morphological descriptions confirm crystallinity of α-MnO 2 -SA NRs and showed that NRs have been separately dispersed in PVP matrix with rod-like morphology and diameter of about 40-60nm. The use of modifier and ultrasonic waves is accountable for good homogeneities of NRs. Thermogravimetric analysis revealed that thermal permanency of the obtained NCs has grown with increasing the α-MnO 2 -SA content. Also, the UV-vis absorption of NCs was enhanced with the incorporation of the modified α-MnO 2 NR in PVP matrix. The substantial perfections in NCs properties are associated to compatible intermolecular relations between the surface modifying groups of the α-MnO 2 -SA and PVP chain. Copyright © 2017 Elsevier B.V. All rights reserved.",
a,«,#
a,1,#
a,3,#
a,4,#
a,5,#
a,»,#
a,«,#
a,1,#
a,2,#
a,4,#
a,5,#
a,»,#
p,Effects of poly(2-hydroxyethyl methacrylate) and poly(vinyl-pyrrolidone) hydrogel implants on myopic and normal chick sclera,
a,Effects of poly(2-hydroxyethyl methacrylate) and poly(vinyl-pyrrolidone) hydrogel implants on myopic and normal chick sclera,https://www.pubmedcentral.nih.gov/articlerender.fcgi?tool=pmcentrez&artid=2656407
p,PubMed Central,
a,PubMed Central,http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?DB=pmc
p,"Su, James; Iomdina, Elena; Tarutta, Elena; Ward, Brian; Song, Jie; Wildsoet, Christine F.",
p,2008-01-01,
p,"There has been generally little attention paid to the utilization of biomaterials as an anti-myopia treatment. The purpose of this study was to investigate whether polymeric hydrogels, either implanted or injected adjacent to the outer scleral surface, slow ocular elongation. White Leghorn (gallus gallus domesticus) chicks were used at 2 weeks of age. Chicks had either (1) strip of poly(2-hydroxyethyl methacrylate) (pHEMA) implanted monocularly against the outer sclera at the posterior pole, or (2) an in situ polymerizing gel [main ingredient: poly(vinyl-pyrrolidone) (PVP)] injected monocularly at the same location. Some of the eyes injected with the polymer were fitted with a diffuser or a −10D lens. In each experiment, ocular lengths were measured at regular intervals by high frequency A-scan ultrasonography, and chicks were sacrificed for histology at staged intervals. No in vivo signs of either orbital or ocular inflammation were observed. The pHEMA implant significantly increased scleral thickness by the third week, and the implant became encapsulated with fibrous tissue. The PVP-injected eyes left otherwise untreated, showed a significant increase in scleral thickness, due to increased chondrocyte proliferation and extracellular matrix deposition. However, there was no effect of the PVP injection on ocular elongation. In eyes wearing optical devices, there was no effect on either scleral thickness or ocular elongation. These results represent “proof of principle” that scleral growth can be manipulated without adverse inflammatory responses. However, since neither approach slowed ocular elongation, additional factors must influence scleral surface area expansion in the avian eye. PMID:19109950",
p,Quantification of six potential unspecific human biomarkers of 1-vinyl-2-pyrrolidoneexposure in Sprague-Dawley rat urine using gas chromatography coupled with triple mass spectrometry.,
a,Quantification of six potential unspecific human biomarkers of 1-vinyl-2-pyrrolidoneexposure in Sprague-Dawley rat urine using gas chromatography coupled with triple mass spectrometry.,https://www.ncbi.nlm.nih.gov/pubmed/28841759
p,PubMed,
a,PubMed,https://www.ncbi.nlm.nih.gov/entrez/query.fcgi?DB=pubmed
p,"Bertram, J; Schettgen, T; Kraus, T",
p,2017-11-15,
p,"The monomer 1-vinyl-2-pyrrolidone(VP) is a substance with excellent solvent features. It is used in a wide variety of pharmaceutical, cosmetic, food industrial or technical applications and produced on an industrial scale. Since VP has caused adenocarcinoma of the nasal cavity and liver cell carcinoma in long-term experiments with rats, a human biomarker would be appreciated for risk assessment. A sensitive analytical electron ionization gas chromatography/tandem mass spectrometry (GC/MS/MS) method for the determination of six possible biomarkers for VP in urine was established and validated. Two isotope-labeled internal standards (ISTD) were used for quantification. A simple and easy to use freeze-drying step was performed prior to derivatization withN-tert-butyldimethylsilyl-N-methyltrifluoracetamide (MTBSTFA) and following sample extraction for cleanup purposes. A calibration curve with six calibration standards ranging from 50 μg/L to 2000 μg/L (10-fold higher for H-OPAA) in urine was prepared. Validation results were satisfactory with recoveries ranging from 88.2 to 110.2 % with two exceptions for the lowest quality control for two substances without ISTD (126.4 % and 139.3 %). Three of the substances could be identified as VP metabolites in an exposure study with Sprague-Dawley (SD) rats. A quick and easy to use method has been established for six target molecules investigated for a better understanding of the metabolism of VP. Two of three substances identified as metabolites of VP could serve as a nonspecific human biomarker for VP exposure as shown with an excerpt of an exposure study performed in SD rats. Copyright © 2017 John Wiley & Sons, Ltd.",
p,"Solubility of pioglitazone hydrochloride in binary mixtures of polyethylene glycol 400 with ethanol, propylene glycol,N-methyl-2-pyrrolidone, and water at 25 degrees C.",
a,"Solubility of pioglitazone hydrochloride in binary mixtures of polyethylene glycol 400 with ethanol, propylene glycol,N-methyl-2-pyrrolidone, and water at 25 degrees C.",https://www.ncbi.nlm.nih.gov/pubmed/20823589
p,PubMed,
a,PubMed,https://www.ncbi.nlm.nih.gov/entrez/query.fcgi?DB=pubmed
p,"Jouyban, Abolghasem; Soltanpour, Shahla",
p,2010-09-01,
p,"The solubility of pioglitazone hydrochloride in binary mixtures of polyethylene glycol 400 with ethanol,N-methyl-2-pyrrolidone, propylene glycol, and water at 25 degrees C are reported. The generated data are fitted to the Jouyban-Acree model and the mean relative deviations are 2.6%, 1.5%, 5.8%, and 7.4%, respectively for ethanol,N-methyl-2-pyrrolidone, propylene glycol, and water.",
p,Process for radiation grafting hydrogels onto organic polymeric substrates,
a,Process for radiation grafting hydrogels onto organic polymeric substrates,https://www.osti.gov/servlets/purl/862464
p,DOEpatents,
a,DOEpatents,http://www.osti.gov/doepatents
p,"Ratner, Buddy D.; Hoffman, Allan S.",
p,1976-01-01,
p,"An improved process for radiation grafting of hydrogels onto organic polymeric substrates is provided comprising the steps of incorporating an effective amount of cupric or ferric ions in an aqueous graft solution consisting ofN-vinyl-2 -pyrrolidoneor mixture ofN-vinyl-2 -pyrrolidoneand other monomers, e.g., 2-hydroxyethyl methacrylate, 2-hydroxyethyl acrylate, propylene glycol acrylate, acrylamide, methacrylic acid and methacrylamide, immersing an organic polymeric substrate in the aqueous graft solution and thereafter subjecting the contacted substrate with ionizing radiation.",
p,"pH-responsive and enzymatically-responsive hydrogel microparticles for the oral delivery of therapeutic proteins: Effects of protein size, crosslinking density, and hydrogel degradation on protein delivery.",
a,"pH-responsive and enzymatically-responsive hydrogel microparticles for the oral delivery of therapeutic proteins: Effects of protein size, crosslinking density, and hydrogel degradation on protein delivery.",https://www.ncbi.nlm.nih.gov/pubmed/26616761
p,PubMed,
a,PubMed,https://www.ncbi.nlm.nih.gov/entrez/query.fcgi?DB=pubmed
p,"Koetting, Michael Clinton; Guido, Joseph Frank; Gupta, Malvika; Zhang, Annie; Peppas, Nicholas A",
p,2016-01-10,
p,"Two potential platform technologies for the oral delivery of protein therapeutics were synthesized and tested. pH-responsive poly(itaconic acid-co-N-vinyl-2-pyrrolidone) (P(IA-co-NVP)) hydrogel microparticles were tested in vitro with model proteins salmon calcitonin, urokinase, and rituximab to determine the effects of particle size, protein size, and crosslinking density on oral delivery capability. Particle size showed no significant effect on overall delivery potential but did improve percent release of encapsulated protein over the micro-scale particle size range studied. Protein size was shown to have a significant impact on the delivery capability of the P(IA-co-NVP) hydrogel. We show that when using P(IA-co-NVP) hydrogel microparticles with 3 mol% tetra(ethylene glycol) dimethacrylate crosslinker, a small polypeptide (salmon calcitonin) loads and releases up to 45 μg/mg hydrogel while the mid-sized protein urokinase and large monoclonal antibody rituximab load and release only 19 and 24 μg/mg hydrogel, respectively. We further demonstrate that crosslinking density offers a simple method for tuning hydrogel properties to variously sized proteins. Using 5 mol% TEGDMA crosslinker offers optimal performance for the small peptide, salmon calcitonin, whereas lower crosslinking density of 1 mol% offers optimal performance for the much larger protein rituximab. Finally, an enzymatically-degradable hydrogels of P(MAA-co-NVP) crosslinked with the peptide sequence MMRRRKK were synthesized and tested in simulated gastric and intestinal conditions. These hydrogels offer ideal loading and release behavior, showing no degradative release of encapsulated salmon calcitonin in gastric conditions while yielding rapid and complete release of encapsulated protein within 1h in intestinal conditions. Copyright © 2015 Elsevier B.V. All rights reserved.",
p,Kinetics study of invertase covalently linked to a new functional nanogel.,
a,Kinetics study of invertase covalently linked to a new functional nanogel.,https://www.ncbi.nlm.nih.gov/pubmed/21147526
p,PubMed,
a,PubMed,https://www.ncbi.nlm.nih.gov/entrez/query.fcgi?DB=pubmed
p,"Raj, Lok; Chauhan, Ghanshyam S; Azmi, Wamik; Ahn, J-H; Manuel, James",
p,2011-02-01,
p,"Nanogels are promising materials as supports for enzyme immobilization. A new hydrogel comprising of methacrylic acid (MAAc) andN-vinylpyrrolidone(N-VP) and ethyleneglycol dimethacrylate (EGDMA) was synthesized and converted to nanogel by an emulsification method. Nanogel was further functionalized by Curtius azide reaction for use as support for the covalent immobilization of invertase (Saccharomyces cerevisiae). As-prepared or invertase-immobilized nanogel was characterized by FTIR, XRD, TEM and nitrogen analysis. The characterization of both free and the immobilized-invertase were performed using a spectrophotometric method at 540 nm. The values of V(max), maximum reaction rate, (0.123 unit/mg), k(m), Michaelis constant (7.429 mol/L) and E(a), energy of activation (3.511 kj/mol) for the immobilized-invertase are comparable with those of the free invertase at optimum conditions (time 70 min, pH 6.0 and temperature 45°C). The covalent immobilization enhanced the pH and thermal stability of invertase. The immobilized biocatalyst was efficiently reused up to eight cycles. Copyright © 2010 Elsevier Ltd. All rights reserved.",
p,Mild copper-catalyzedvinylationreactions of azoles and phenols withvinylbromides.,
a,Mild copper-catalyzedvinylationreactions of azoles and phenols withvinylbromides.,https://www.ncbi.nlm.nih.gov/pubmed/16680787
p,PubMed,
a,PubMed,https://www.ncbi.nlm.nih.gov/entrez/query.fcgi?DB=pubmed
p,"Taillefer, Marc; Ouali, Armelle; Renard, Brice; Spindler, Jean-Francis",
p,2006-07-05,
p,"An efficient and straightforward copper-catalyzed method allowingvinylationofN- or O-nucleophiles with di- or trisubstitutedvinylbromides is reported. The procedure is applicable to a broad range of substrates sinceN-vinylationof mono-, di-, and triazoles as well as O-vinylationof phenol derivatives can be performed with catalytic amounts of copper iodide and inexpensive nitrogen ligands 3 or 8. In the case of more hinderedvinylbromides, the use of the original bidentate chelator 8 was shown to be more efficient to promote the coupling reactions than our key tetradentate ligand 3. The correspondingN-(1-alkenyl)azoles and alkenyl aryl ethers are obtained in high yields and selectivities under very mild temperature conditions (35-110 degrees C forN-vinylationreactions and 50-80 degrees C for O-vinylationreactions). Moreover, to our knowledge, this method is the first example of a copper-catalyzedvinylationof various azoles. Finally, this protocol, practical on a laboratory scale and easily adaptable to an industrial scale, is very competitive compared to the existing methods that allow the synthesis of such compounds.",
p,Radiation graft modification of EPDM rubber,
a,Radiation graft modification of EPDM rubber,http://adsabs.harvard.edu/abs/1992RaPC...39..293K
p,NASA Astrophysics Data System (ADS),
a,NASA Astrophysics Data System (ADS),http://adsabs.harvard.edu/abstract_service.html
p,"Katbab, A. A.; Burford, R. P.; Garnett, J. L.",
p,,
p,"N-Vinylpyrrolidone(NVP), 2-hydroxyethylmethacrylate (HEMA) and acrylamide (AAm) have been grafted to the surface of rubber vulcanizates based on ethylene-propylene-terpolymer (EPDM) using the simultaneous radiation method to alter surface properties such as wettability and therefore biocompatibility. The effect of monomer concentration, solvent and EPDM structural factors on the grafting behavior have been investigated. The inhibitory effect upon homopolymerization of various salts has also been evaluated for the three monomers.NVPand HEMA could be grafted onto EPDM rubber in the presence of aqueous solutions of cupric nitrate at 0.005 M and 1.0 M concentrations respectively. Aqueous solutions of Mohr's salt (ammonium ferrous sulphate) at 0.05 M not only suppressed the homopolymerization of AAm but also increased grafting yield. The percentage grafting also increased with increasing AAm concentration. A mechanism has been proposed to explain the behaviour of these monomers. The inclusion of multifunctional acrylates in additive amounts (1.0 vol%) enhanced the graft degree. Modified samples were able to be efficiently stained, allowing the depth of the graft copolymerization to be determined by light microscopy. Water was found to have an accelerating effect on the polymerization of these monomers, but methanol prevented their polymerization completely. The effect of EPDM structural factors upon degree of grafting was found to vary, depending upon the monomer type.",
p,Drug loading optimization and extended drug delivery of corticoids from pHEMA based soft contact lenses hydrogels via chemical and microstructural modifications.,
a,Drug loading optimization and extended drug delivery of corticoids from pHEMA based soft contact lenses hydrogels via chemical and microstructural modifications.,https://www.ncbi.nlm.nih.gov/pubmed/25891253
p,PubMed,
a,PubMed,https://www.ncbi.nlm.nih.gov/entrez/query.fcgi?DB=pubmed
p,"García-Millán, Eva; Koprivnik, Sandra; Otero-Espinar, Francisco Javier",
p,2015-06-20,
p,"This paper proposes an approach to improve drug loading capacity and release properties of poly(2-hydroxyethyl methacrylate) (p(HEMA)) soft contact lenses based on the optimization of the hydrogel composition and microstructural modifications using water during the polymerization process. P(HEMA) based soft contact lenses were prepared by thermal or photopolymerization of 2-hydroxyethyl methacrylate (HEMA) solutions containing ethylene glycol di-methacrylate as crosslinker and different proportions ofN-vinyl-2-pyrrolidone(NVP) or methacrylic acid (MA) as co-monomers. Transmittance, water uptake, swelling, microstructure, drug absorption isotherms and in vitro release were characterized using triamcinolone acetonide (TA) as model drug. Best drug loading ratios were obtained with lenses containing the highest amount (200 mM) of MA. Incorporation of 40% V/V of water during the polymerization increases the hydrogel porosity giving a better drug loading capacity. In vitro TA release kinetics shows that MA hydrogels released the drug significantly faster thanNVP-hydrogels. Drug release was found to be diffusion controlled and kinetics was shown to be reproducible after consecutive drug loading/release processes. Results of p(HEMA) based soft contact lenses copolymerized with ethylene glycol dimethacrylate (EGDMA) and different co-monomers could be a good alternative to optimize the loading and ocular drug delivery of this corticosteroid drug. Copyright © 2015. Published by Elsevier B.V.",
p,NVPmelt/magma viscosity: insight on Mercury lava flows,
a,NVPmelt/magma viscosity: insight on Mercury lava flows,http://adsabs.harvard.edu/abs/2016EGUGA..1812127R
p,NASA Astrophysics Data System (ADS),
a,NASA Astrophysics Data System (ADS),http://adsabs.harvard.edu/abstract_service.html
p,"Rossi, Stefano; Morgavi, Daniele; Namur, Olivier; Vetere, Francesco; Perugini, Diego; Mancinelli, Paolo; Pauselli, Cristina",
p,2016-04-01,
p,"After more than four years of orbiting Mercury, NASA's MESSENGER spacecraft came to an end in late April 2015. MESSENGER has provided many new and surprising results. This session will again highlight the latest results on Mercury based on MESSENGER observations or updated modelling. The session will further address instrument calibration and science performance both retrospective on MESSENGER and on the ESA/JAXA BepiColombo mission. Papers covering additional themes related to Mercury are also welcomed. Please be aware that this session will be held as a PICO session. This will allow an intensive exchange of expertise and experience between the individual instruments and mission.NVPmelt/magma viscosity: insight on Mercury lava flows S. Rossi1, D. Morgavi1, O. Namur2, D. Perugini1, F.Vetere1, P. Mancinelli1 and C. Pauselli1 1 Dipartimento di Fisica e Geologia, Università di Perugia, piazza Università 1, 06123 Perugia, Italy 2 Uni Hannover Institut für Mineralogie, Leibniz Universität Hannover, Callinstraβe 3, 30167 Hannover, Germany In this contribution we report new measurements of viscosity of synthetic komatitic melts, used the behaviour of silicate melts erupted at the surface of Mercury. Composition of Mercurian surface magmas was calculated using the most recent maps produced from MESSENGER XRS data (Weider et al., 2015). We focused on the northern hemisphere (Northern Volcanic Province,NVP, the largest lava flow on Mercury and possibly in the Solar System) for which the spatial resolution of MESSENGER measurements is high and individual maps of Mg/Si, Ca/Si, Al/Si and S/Si were combined. The experimental starting material contains high Na2O content (≈7 wt.%) that strongly influences viscosity. High temperature viscosity measurements were carried out at 1 atm using a concentric cylinder apparatus equipped with an Anton Paar RheolabQC viscometer head at the Department of Physics and Geology (PVRG_lab) at the University of Perugia (Perugia, Italy",
p,Antithrombogenic and antibiotic composition and methods of preparation thereof,
a,Antithrombogenic and antibiotic composition and methods of preparation thereof,https://www.osti.gov/servlets/purl/867345
p,DOEpatents,
a,DOEpatents,http://www.osti.gov/doepatents
p,"Hermes, Robert E.",
p,1990-01-01,
p,"Antithrombogenic and antibiotic composition of matter and method of preparation thereof. A random copolymer of a component of garlic and a biocompatible polymer has been prepared and found to exhibit antithrombogenic and antibiotic properties. Polymerization occurs selectively at thevinylmoiety in 2-vinyl-4H-1,3-dithiin when copolymerized withN-vinylpyrrolidone.",
p,"Design, Sustainable Synthesis, and Programmed Reactions of TemplatedN-Heteroaryl-FusedVinylSultams.",
a,"Design, Sustainable Synthesis, and Programmed Reactions of TemplatedN-Heteroaryl-FusedVinylSultams.",https://www.ncbi.nlm.nih.gov/pubmed/28825838
p,PubMed,
a,PubMed,https://www.ncbi.nlm.nih.gov/entrez/query.fcgi?DB=pubmed
p,"Laha, Joydev K; Sharma, Shubhra; Kirar, Seema; Banerjee, Uttam C",
p,2017-09-15,
